order_id,customer_id,order_date,payment_method,order_status
1323,403,2026-05-16,계좌이체,배송완료
1324,34,2026-01-05,신용카드,배송완료
1325,278,2025-06-25,계좌이체,배송완료
1326,502,2026-07-11,계좌이체,취소
1327,378,2026-07-09,간편결제,환불
1328,283,2025-01-29,신용카드,배송완료
1329,574,2026-02-09,신용카드,배송완료
1330,404,2026-06-27,신용카드,배송완료
1331,1122,2025-12-12,신용카드,배송완료
1332,643,2026-04-03,간편결제,배송완료
1333,485,2025-05-10,무통장입금,결제완료
1334,71,2025-10-06,무통장입금,배송완료
1335,199,2025-04-11,간편결제,배송준비
1336,955,2025-06-28,신용카드,배송완료
1337,509,2026-07-26,신용카드,배송중
1338,855,2025-06-10,신용카드,배송완료
1339,1036,2026-01-11,신용카드,배송완료
1340,411,2026-05-03,휴대폰결제,배송완료
1341,426,2025-05-20,신용카드,배송완료
1342,985,2025-05-12,계좌이체,취소
1343,128,2025-12-01,계좌이체,배송완료
1344,29,2025-05-25,간편결제,배송완료
1345,497,2026-07-18,휴대폰결제,배송완료
1346,54,2025-05-25,간편결제,취소
1347,349,2025-11-29,간편결제,배송완료
1348,548,2025-10-18,신용카드,배송완료
1349,723,2025-09-23,간편결제,배송완료
1350,143,2025-07-17,신용카드,배송완료
1351,321,2026-06-22,신용카드,배송완료
1352,498,2026-03-27,신용카드,배송완료
1353,477,2025-10-16,무통장입금,배송완료
1354,1000,2025-12-06,간편결제,배송완료
1355,1131,2025-06-15,신용카드,취소
1356,737,2025-07-24,신용카드,배송완료
1357,945,2026-02-18,신용카드,배송완료
1358,1050,2026-04-09,신용카드,배송완료
1359,389,2025-08-21,신용카드,취소
1360,856,2025-02-17,신용카드,취소
1361,187,2025-03-05,신용카드,배송완료
1362,871,2026-02-26,계좌이체,배송완료
1363,198,2025-08-11,신용카드,배송완료
1364,489,2025-06-04,간편결제,배송완료
1365,1120,2026-05-24,신용카드,배송완료
1366,413,2025-08-24,간편결제,환불
1367,158,2025-11-15,신용카드,배송완료
1368,398,2025-04-19,계좌이체,취소
1369,1166,2025-05-14,신용카드,배송완료
1370,22,2025-01-19,신용카드,배송완료
1371,9,2025-02-08,계좌이체,배송완료
1372,428,2025-03-16,신용카드,취소
1373,226,2025-09-09,신용카드,배송완료
1374,692,2026-04-30,계좌이체,배송완료
1375,289,2025-03-24,신용카드,배송준비
1376,515,2026-03-12,간편결제,배송완료
1377,411,2025-11-11,신용카드,배송완료
1378,61,2025-09-30,신용카드,배송완료
1379,492,2025-05-21,무통장입금,배송완료
1380,129,2026-07-14,간편결제,배송준비
1381,546,2025-09-06,신용카드,배송완료
1382,985,2025-11-24,무통장입금,배송완료
1383,1193,2025-11-13,무통장입금,배송완료
1384,1054,2025-04-22,신용카드,배송완료
1385,247,2026-01-11,간편결제,환불
1386,901,2025-12-02,신용카드,배송완료
1387,114,2025-03-08,신용카드,배송완료
1388,878,2025-03-20,신용카드,배송완료
1389,74,2025-05-20,신용카드,배송완료
1390,60,2025-02-18,간편결제,배송완료
1391,250,2025-04-26,신용카드,배송준비
1392,722,2025-09-07,간편결제,배송완료
1393,767,2026-06-06,신용카드,배송완료
1394,880,2025-10-19,계좌이체,배송완료
1395,29,2025-12-24,간편결제,배송완료
1396,438,2025-04-28,무통장입금,배송완료
1397,105,2025-10-23,계좌이체,배송완료
1398,132,2025-08-12,간편결제,배송중
1399,267,2025-01-17,신용카드,배송완료
1400,431,2026-06-18,신용카드,배송완료
1401,149,2026-03-08,신용카드,배송완료
1402,39,2025-12-03,계좌이체,배송완료
1403,465,2025-12-11,신용카드,배송완료
1404,718,2026-05-01,신용카드,배송완료
1405,383,2025-09-09,계좌이체,배송완료
1406,943,2026-03-17,계좌이체,배송완료
1407,996,2026-05-13,신용카드,배송완료
1408,495,2025-11-15,무통장입금,배송완료
1409,441,2026-01-07,무통장입금,배송완료
1410,42,2026-05-01,계좌이체,배송완료
1411,24,2025-05-07,계좌이체,배송완료
1412,953,2025-07-01,간편결제,배송중
1413,782,2025-09-09,간편결제,배송완료
1414,839,2026-04-26,간편결제,배송완료
1415,734,2025-01-13,계좌이체,배송완료
1416,216,2025-04-23,신용카드,배송완료
1417,405,2025-03-06,신용카드,환불
1418,311,2026-02-24,간편결제,배송완료
1419,639,2025-10-17,무통장입금,배송완료
1420,896,2025-07-26,신용카드,취소
1421,668,2025-03-23,신용카드,배송완료
1422,672,2025-05-09,간편결제,배송완료
1423,1007,2025-09-03,신용카드,배송완료
1424,630,2025-01-16,간편결제,배송완료
1425,1016,2026-03-03,신용카드,배송완료
1426,744,2026-07-16,계좌이체,결제완료
1427,1107,2025-08-28,간편결제,배송완료
1428,1175,2026-05-07,신용카드,배송완료
1429,1182,2025-07-25,계좌이체,배송완료
1430,295,2025-09-18,신용카드,배송완료
1431,456,2025-05-27,신용카드,배송완료
1432,775,2026-06-02,간편결제,환불
1433,837,2025-07-07,계좌이체,배송완료
1434,668,2025-11-12,신용카드,배송완료
1435,339,2025-01-02,간편결제,배송완료
1436,311,2025-02-11,신용카드,배송완료
1437,1136,2026-02-26,간편결제,취소
1438,238,2025-12-12,간편결제,배송완료
1439,257,2025-05-22,계좌이체,배송완료
1440,655,2026-06-07,간편결제,환불
1441,369,2025-07-21,간편결제,배송완료
1442,731,2026-07-03,계좌이체,배송완료
1443,315,2026-04-28,신용카드,배송완료
1444,642,2025-08-13,계좌이체,배송완료
1445,823,2025-12-13,신용카드,배송완료
1446,722,2026-03-22,무통장입금,배송완료
1447,438,2025-12-30,계좌이체,배송완료
1448,830,2026-03-19,신용카드,배송완료
1449,489,2025-03-06,계좌이체,배송완료
1450,1166,2026-04-01,계좌이체,배송완료
1451,936,2025-07-12,간편결제,배송완료
1452,1049,2026-01-26,휴대폰결제,배송완료
1453,599,2025-11-07,무통장입금,배송완료
1454,130,2025-04-15,계좌이체,배송완료
1455,907,2026-04-26,신용카드,배송완료
1456,997,2025-09-30,신용카드,배송완료
1457,1009,2025-05-19,신용카드,환불
1458,944,2026-05-12,계좌이체,환불
1459,294,2025-12-17,신용카드,배송완료
1460,680,2025-05-07,신용카드,배송완료
1461,105,2025-12-21,간편결제,배송완료
1462,772,2025-04-15,간편결제,배송완료
1463,4,2025-04-01,계좌이체,배송완료
1464,1161,2025-07-31,계좌이체,배송완료
1465,136,2025-12-23,계좌이체,배송완료
1466,736,2025-03-10,간편결제,배송완료
1467,940,2025-06-30,신용카드,배송완료
1468,555,2025-10-22,간편결제,배송완료
1469,1166,2025-08-01,신용카드,배송완료
1470,662,2025-12-28,신용카드,배송완료
1471,505,2026-05-25,신용카드,배송완료
1472,215,2025-06-17,신용카드,취소
1473,300,2025-07-16,간편결제,환불
1474,138,2025-10-05,신용카드,배송완료
1475,910,2025-06-05,간편결제,배송완료
1476,1080,2026-04-16,신용카드,배송완료
1477,217,2025-09-30,신용카드,배송완료
1478,349,2025-05-04,신용카드,배송완료
1479,1054,2025-05-05,간편결제,배송완료
1480,353,2025-03-11,신용카드,배송완료
1481,665,2025-05-30,계좌이체,배송완료
1482,823,2026-06-08,계좌이체,배송완료
1483,757,2025-11-22,신용카드,취소
1484,571,2025-08-24,신용카드,배송완료
1485,664,2025-07-15,간편결제,취소
1486,1023,2025-04-13,신용카드,배송완료
1487,714,2025-06-22,신용카드,취소
1488,802,2025-11-30,신용카드,배송완료
1489,1012,2025-09-24,간편결제,배송완료
1490,21,2025-01-12,휴대폰결제,배송완료
1491,573,2025-06-07,간편결제,배송완료
1492,353,2025-01-22,신용카드,배송완료
1493,1076,2026-02-22,신용카드,배송완료
1494,458,2026-02-06,휴대폰결제,배송완료
1495,1029,2025-02-26,휴대폰결제,환불
1496,394,2025-11-17,간편결제,배송완료
1497,1193,2025-06-27,신용카드,배송완료
1498,1080,2026-07-05,간편결제,배송완료
1499,395,2025-06-30,신용카드,배송완료
1500,702,2026-07-16,신용카드,결제완료
1501,597,2026-04-04,무통장입금,배송완료
1502,912,2026-05-21,신용카드,배송완료
1503,593,2026-04-03,신용카드,배송완료
1504,730,2025-12-28,계좌이체,배송완료
1505,529,2025-10-08,휴대폰결제,배송완료
1506,163,2025-11-23,휴대폰결제,배송완료
1507,1183,2025-04-18,휴대폰결제,배송완료
1508,877,2025-04-02,신용카드,배송완료
1509,995,2025-04-18,신용카드,배송중
1510,695,2025-08-10,신용카드,배송완료
1511,681,2025-05-23,계좌이체,배송완료
1512,755,2026-06-27,신용카드,배송완료
1513,627,2025-05-17,신용카드,배송완료
1514,178,2026-04-01,신용카드,배송완료
1515,789,2026-03-18,휴대폰결제,배송완료
1516,1092,2026-04-19,신용카드,취소
1517,852,2025-12-27,신용카드,배송완료
1518,423,2026-04-25,신용카드,배송완료
1519,511,2025-05-18,신용카드,배송완료
1520,726,2025-01-19,신용카드,취소
1521,457,2025-10-14,무통장입금,배송완료
1522,990,2025-03-12,신용카드,배송완료
1523,814,2025-03-08,간편결제,배송완료
1524,151,2026-02-24,휴대폰결제,취소
1525,927,2025-09-24,간편결제,배송완료
1526,213,2025-11-15,신용카드,결제완료
1527,5,2025-10-30,신용카드,배송완료
1528,1163,2025-08-24,신용카드,배송완료
1529,238,2026-03-23,계좌이체,배송완료
1530,1007,2026-07-07,신용카드,배송완료
1531,1181,2025-11-27,간편결제,배송완료
1532,1078,2026-02-08,신용카드,배송완료
1533,323,2026-04-05,무통장입금,배송완료
1534,1007,2025-05-09,간편결제,배송완료
1535,434,2026-06-16,무통장입금,배송완료
1536,433,2025-07-07,신용카드,배송완료
1537,404,2026-02-18,신용카드,배송완료
1538,1058,2025-09-14,휴대폰결제,배송완료
1539,339,2026-02-11,간편결제,배송완료
1540,164,2025-04-03,신용카드,배송완료
1541,754,2026-04-21,신용카드,배송완료
1542,374,2025-09-23,간편결제,배송완료
1543,829,2026-01-08,신용카드,환불
1544,599,2025-11-22,간편결제,배송완료
1545,351,2026-03-19,휴대폰결제,환불
1546,84,2026-02-21,신용카드,배송완료
1547,430,2025-07-13,신용카드,취소
1548,662,2026-05-13,신용카드,배송완료
1549,520,2026-03-30,간편결제,배송완료
1550,442,2025-07-03,간편결제,배송완료
1551,996,2025-03-16,신용카드,배송완료
1552,362,2026-02-11,신용카드,배송완료
1553,1148,2025-05-20,간편결제,취소
1554,304,2026-05-11,계좌이체,배송완료
1555,504,2025-11-01,간편결제,배송완료
1556,968,2026-06-30,신용카드,배송완료
1557,639,2026-03-27,간편결제,배송완료
1558,760,2026-04-09,간편결제,배송완료
1559,867,2026-01-12,신용카드,배송완료
1560,469,2026-07-26,신용카드,배송중
1561,958,2026-04-19,신용카드,배송완료
1562,478,2025-12-21,무통장입금,환불
1563,452,2025-10-26,간편결제,배송완료
1564,504,2025-01-22,신용카드,취소
1565,408,2025-04-02,간편결제,배송중
1566,92,2025-03-21,무통장입금,배송완료
1567,145,2026-06-03,신용카드,환불
1568,1159,2026-03-26,간편결제,배송완료
1569,1084,2025-04-07,신용카드,배송완료
1570,895,2026-04-18,계좌이체,배송완료
1571,658,2025-11-30,신용카드,배송완료
1572,132,2025-09-23,신용카드,배송완료
1573,1046,2025-01-03,간편결제,배송완료
1574,441,2025-05-20,신용카드,배송완료
1575,1044,2025-08-26,간편결제,배송완료
1576,883,2025-07-06,휴대폰결제,배송완료
1577,564,2026-04-23,신용카드,배송완료
1578,115,2026-06-20,신용카드,취소
1579,645,2025-05-17,신용카드,배송완료
1580,212,2025-05-19,간편결제,배송중
1581,46,2026-04-14,계좌이체,배송완료
1582,974,2026-04-07,신용카드,배송완료
1583,825,2025-06-13,신용카드,취소
1584,731,2026-03-27,신용카드,환불
1585,458,2026-02-25,신용카드,배송완료
1586,435,2025-11-14,신용카드,환불
1587,408,2025-12-23,간편결제,배송완료
1588,319,2025-05-18,신용카드,배송완료
1589,258,2025-06-19,신용카드,배송완료
1590,142,2025-03-13,간편결제,배송완료
1591,1038,2026-07-16,신용카드,배송완료
1592,646,2026-05-25,간편결제,배송완료
1593,707,2025-02-15,신용카드,배송완료
1594,13,2026-02-01,계좌이체,배송완료
1595,1098,2025-10-15,간편결제,배송완료
1596,489,2025-01-20,무통장입금,환불
1597,728,2026-06-12,계좌이체,환불
1598,1070,2025-09-25,계좌이체,배송완료
1599,928,2025-12-30,무통장입금,배송완료
1600,1131,2025-11-26,휴대폰결제,배송완료
1601,132,2026-05-07,간편결제,배송완료
1602,296,2026-03-30,신용카드,배송완료
1603,662,2026-02-09,무통장입금,배송완료
1604,164,2025-02-13,간편결제,배송완료
1605,935,2026-03-11,신용카드,배송완료
1606,1160,2025-12-05,휴대폰결제,배송완료
1607,120,2026-02-21,신용카드,배송완료
1608,122,2025-05-28,계좌이체,배송완료
1609,669,2025-12-21,간편결제,배송준비
1610,571,2025-08-25,신용카드,배송완료
1611,73,2026-02-19,간편결제,배송완료
1612,856,2025-03-19,신용카드,배송완료
1613,777,2025-12-29,간편결제,환불
1614,737,2025-11-26,간편결제,배송완료
1615,618,2026-04-15,간편결제,배송완료
1616,858,2025-11-11,계좌이체,배송완료
1617,234,2026-03-30,신용카드,배송완료
1618,275,2025-12-21,계좌이체,배송완료
1619,1029,2025-01-24,신용카드,배송완료
1620,719,2026-03-20,신용카드,배송완료
1621,577,2025-11-07,간편결제,취소
1622,628,2025-02-02,신용카드,배송완료
1623,696,2026-03-04,간편결제,배송완료
1624,155,2026-07-03,계좌이체,배송완료
1625,138,2026-04-19,신용카드,배송완료
1626,1011,2025-05-26,간편결제,배송완료
1627,155,2026-05-05,간편결제,배송완료
1628,123,2026-03-05,간편결제,배송완료
1629,1050,2025-11-09,신용카드,배송완료
1630,405,2025-04-11,신용카드,환불
1631,293,2026-02-09,무통장입금,배송완료
1632,644,2025-05-12,휴대폰결제,배송완료
1633,906,2026-06-13,휴대폰결제,배송완료
1634,867,2026-06-01,신용카드,배송완료
1635,940,2025-02-27,신용카드,배송완료
1636,349,2025-09-24,무통장입금,배송완료
1637,992,2025-04-27,신용카드,배송완료
1638,81,2025-08-15,계좌이체,배송완료
1639,435,2026-05-26,간편결제,배송완료
1640,610,2026-07-05,간편결제,배송완료
1641,482,2025-09-12,신용카드,배송완료
1642,578,2025-04-06,신용카드,배송완료
1643,268,2025-02-12,간편결제,배송완료
1644,513,2025-03-22,신용카드,배송완료
1645,1134,2026-03-24,계좌이체,배송완료
1646,320,2026-07-01,간편결제,배송완료
1647,91,2026-02-06,간편결제,배송중
1648,933,2025-07-29,신용카드,배송완료
1649,712,2025-03-22,휴대폰결제,배송완료
1650,702,2025-01-31,간편결제,배송완료
1651,553,2025-06-07,신용카드,환불
1652,579,2025-09-26,신용카드,배송완료
1653,710,2025-01-26,신용카드,배송완료
1654,356,2025-02-08,무통장입금,환불
1655,459,2025-01-05,신용카드,배송완료
1656,28,2025-12-12,신용카드,배송완료
1657,540,2026-05-11,신용카드,배송완료
1658,670,2025-05-04,간편결제,배송완료
1659,1141,2025-04-06,신용카드,배송완료
1660,713,2026-01-24,신용카드,배송완료
1661,908,2026-02-04,무통장입금,배송완료
1662,825,2025-12-28,신용카드,배송완료
1663,557,2026-04-13,무통장입금,배송완료
1664,89,2025-07-05,신용카드,배송완료
1665,734,2025-11-08,무통장입금,배송완료
1666,848,2026-03-31,신용카드,배송완료
1667,1068,2026-05-09,간편결제,배송완료
1668,1006,2025-04-02,신용카드,취소
1669,492,2025-06-22,간편결제,배송완료
1670,106,2026-06-12,계좌이체,취소
1671,1124,2026-03-18,간편결제,배송중
1672,691,2025-02-10,계좌이체,배송완료
1673,742,2025-12-18,간편결제,배송중
1674,88,2026-07-05,신용카드,배송완료
1675,515,2025-01-13,신용카드,배송완료
1676,618,2025-03-28,계좌이체,배송완료
1677,18,2025-01-31,계좌이체,배송완료
1678,747,2025-10-03,간편결제,배송완료
1679,983,2025-05-21,간편결제,배송완료
1680,634,2026-03-30,간편결제,배송완료
1681,621,2025-09-29,계좌이체,배송완료
1682,24,2026-04-01,계좌이체,배송완료
1683,1005,2025-07-22,간편결제,배송완료
1684,582,2025-08-23,계좌이체,배송완료
1685,712,2025-02-25,신용카드,배송완료
1686,174,2026-07-03,신용카드,배송완료
1687,807,2025-12-22,간편결제,배송완료
1688,417,2025-12-31,간편결제,배송완료
1689,94,2026-03-18,신용카드,배송완료
1690,473,2025-09-28,간편결제,배송완료
1691,1042,2026-04-02,무통장입금,배송완료
1692,105,2025-11-16,신용카드,배송완료
1693,1007,2026-03-02,휴대폰결제,배송완료
1694,250,2026-07-10,신용카드,배송완료
1695,245,2026-05-29,신용카드,배송완료
1696,1160,2025-02-01,신용카드,배송완료
1697,1160,2025-12-19,신용카드,배송중
1698,183,2026-01-18,신용카드,배송완료
1699,747,2025-10-17,간편결제,배송완료
1700,1185,2025-01-28,신용카드,취소
1701,159,2025-07-05,간편결제,배송완료
1702,769,2025-07-10,신용카드,배송완료
1703,784,2025-11-07,무통장입금,배송완료
1704,29,2025-12-28,간편결제,배송완료
1705,617,2025-12-31,계좌이체,배송완료
1706,312,2025-06-03,신용카드,배송완료
1707,419,2026-01-03,간편결제,환불
1708,173,2026-06-29,신용카드,배송완료
1709,295,2025-08-30,간편결제,배송완료
1710,605,2025-03-25,간편결제,배송완료
1711,486,2025-12-29,신용카드,배송완료
1712,437,2025-06-17,간편결제,배송완료
1713,474,2025-01-26,간편결제,배송완료
1714,291,2025-04-01,휴대폰결제,환불
1715,1073,2025-01-30,신용카드,배송완료
1716,763,2026-02-09,신용카드,배송완료
1717,1014,2025-06-17,휴대폰결제,환불
1718,933,2026-07-04,신용카드,배송완료
1719,1037,2026-05-08,간편결제,배송완료
1720,585,2026-05-27,신용카드,배송완료
1721,588,2025-11-06,간편결제,배송완료
1722,742,2026-06-13,무통장입금,배송완료
1723,718,2026-05-26,간편결제,배송완료
1724,435,2025-01-11,신용카드,배송완료
1725,772,2025-03-21,신용카드,취소
1726,358,2025-12-10,신용카드,환불
1727,766,2025-11-30,휴대폰결제,배송완료
1728,43,2025-12-23,휴대폰결제,배송완료
1729,725,2025-12-19,간편결제,배송완료
1730,456,2025-05-08,신용카드,배송완료
1731,1023,2025-01-06,신용카드,배송완료
1732,1101,2025-10-28,간편결제,배송완료
1733,679,2025-02-25,계좌이체,배송완료
1734,872,2025-03-05,신용카드,배송완료
1735,73,2025-06-27,휴대폰결제,배송완료
1736,140,2025-06-23,신용카드,배송완료
1737,504,2025-06-13,휴대폰결제,배송완료
1738,554,2025-11-03,신용카드,배송완료
1739,11,2026-03-11,간편결제,배송완료
1740,744,2025-11-07,신용카드,배송완료
1741,975,2025-02-09,신용카드,배송완료
1742,708,2025-08-25,간편결제,배송완료
1743,891,2025-12-28,무통장입금,배송완료
1744,386,2025-01-29,신용카드,배송완료
1745,424,2025-08-28,간편결제,배송완료
1746,611,2025-06-13,신용카드,취소
1747,1185,2025-05-16,신용카드,배송완료
1748,614,2026-02-24,계좌이체,배송완료
1749,702,2025-11-02,무통장입금,배송완료
1750,246,2025-12-04,간편결제,배송완료
1751,60,2025-10-09,계좌이체,배송준비
1752,640,2025-11-28,간편결제,배송완료
1753,1137,2025-04-07,신용카드,배송완료
1754,515,2025-04-20,휴대폰결제,환불
1755,901,2026-07-21,간편결제,환불
1756,503,2025-12-20,계좌이체,취소
1757,85,2025-01-16,간편결제,취소
1758,666,2025-05-19,간편결제,배송완료
1759,43,2025-05-19,신용카드,배송완료
1760,531,2025-07-11,신용카드,배송완료
1761,562,2025-12-07,간편결제,배송완료
1762,940,2025-03-05,간편결제,배송완료
1763,285,2025-01-26,신용카드,환불
1764,438,2025-11-20,신용카드,환불
1765,1025,2025-01-05,신용카드,배송완료
1766,263,2025-01-19,간편결제,배송완료
1767,16,2025-07-05,간편결제,배송완료
1768,12,2025-12-05,신용카드,배송완료
1769,1082,2026-06-08,신용카드,결제완료
1770,736,2026-07-08,신용카드,배송완료
1771,57,2026-04-01,간편결제,배송완료
1772,307,2025-03-02,간편결제,배송완료
1773,591,2025-05-06,휴대폰결제,배송완료
1774,114,2025-05-13,계좌이체,배송완료
1775,337,2025-05-05,간편결제,배송완료
1776,42,2025-10-10,신용카드,배송완료
1777,829,2025-11-11,신용카드,배송완료
1778,128,2025-10-27,신용카드,배송완료
1779,249,2026-04-04,신용카드,배송완료
1780,498,2026-06-12,신용카드,배송완료
1781,901,2025-09-21,간편결제,결제완료
1782,920,2025-12-14,간편결제,배송완료
1783,488,2026-01-30,간편결제,취소
1784,730,2026-04-11,신용카드,배송완료
1785,693,2025-12-13,계좌이체,배송완료
1786,634,2025-03-30,무통장입금,배송완료
1787,527,2026-03-03,간편결제,배송완료
1788,474,2026-05-18,휴대폰결제,배송완료
1789,950,2025-04-08,휴대폰결제,배송완료
1790,891,2025-12-13,신용카드,환불
1791,825,2025-03-13,휴대폰결제,배송완료
1792,783,2025-12-13,신용카드,배송완료
1793,448,2025-01-10,간편결제,배송완료
1794,859,2026-03-24,계좌이체,취소
1795,16,2025-02-28,간편결제,배송완료
1796,778,2026-06-13,계좌이체,배송완료
1797,361,2025-01-22,신용카드,환불
1798,93,2025-11-28,신용카드,배송완료
1799,1192,2026-05-23,신용카드,배송완료
1800,369,2025-12-31,계좌이체,배송완료
1801,1164,2026-06-25,신용카드,취소
1802,685,2026-03-09,신용카드,배송완료
1803,1129,2025-09-18,간편결제,배송완료
1804,60,2026-04-30,신용카드,배송완료
1805,40,2026-04-15,신용카드,배송완료
1806,308,2025-07-01,간편결제,배송완료
1807,1003,2025-05-02,신용카드,배송완료
1808,296,2025-09-19,간편결제,배송완료
1809,682,2025-05-26,간편결제,배송완료
1810,624,2025-11-08,신용카드,배송완료
1811,996,2025-01-30,간편결제,배송완료
1812,367,2025-12-17,간편결제,취소
1813,1105,2025-12-13,신용카드,배송완료
1814,679,2025-11-17,계좌이체,배송완료
1815,712,2026-03-24,계좌이체,배송완료
1816,877,2025-05-21,무통장입금,배송완료
1817,689,2025-06-22,신용카드,배송완료
1818,379,2025-09-08,간편결제,배송완료
1819,327,2025-11-09,신용카드,환불
1820,176,2025-09-17,간편결제,배송완료
1821,990,2026-07-06,신용카드,배송완료
1822,232,2025-01-26,휴대폰결제,배송완료
1823,814,2025-11-17,신용카드,배송완료
1824,510,2026-02-20,계좌이체,배송완료
1825,337,2025-12-26,무통장입금,배송완료
1826,576,2025-11-15,신용카드,배송완료
1827,1111,2025-05-11,신용카드,배송완료
1828,879,2026-05-29,간편결제,배송완료
1829,750,2025-07-25,신용카드,배송완료
1830,574,2025-09-16,간편결제,배송완료
1831,932,2026-03-24,신용카드,배송완료
1832,596,2026-07-02,간편결제,배송완료
1833,807,2026-06-05,무통장입금,취소
1834,130,2025-10-09,간편결제,배송완료
1835,796,2025-06-03,신용카드,배송완료
1836,1186,2025-10-30,간편결제,배송완료
1837,311,2026-05-02,계좌이체,배송완료
1838,153,2025-10-13,신용카드,배송완료
1839,1196,2025-05-15,간편결제,배송완료
1840,632,2025-11-17,신용카드,배송완료
1841,962,2026-04-15,신용카드,배송중
1842,983,2026-06-23,계좌이체,배송완료
1843,561,2026-01-18,계좌이체,배송완료
1844,447,2025-08-30,신용카드,취소
1845,329,2026-04-01,무통장입금,배송완료
1846,62,2025-11-27,간편결제,배송완료
1847,627,2025-08-22,휴대폰결제,배송완료
1848,814,2025-01-31,신용카드,배송완료
1849,694,2026-06-12,신용카드,배송완료
1850,300,2026-05-26,신용카드,배송완료
1851,336,2026-02-21,간편결제,배송완료
1852,413,2025-11-21,간편결제,배송중
1853,331,2026-07-12,신용카드,환불
1854,122,2026-03-24,간편결제,배송완료
1855,685,2026-01-06,신용카드,배송완료
1856,1137,2026-06-24,신용카드,배송완료
1857,685,2025-10-28,신용카드,배송완료
1858,221,2026-04-03,신용카드,환불
1859,669,2025-11-20,계좌이체,취소
1860,423,2025-04-13,계좌이체,배송완료
1861,1189,2025-03-18,계좌이체,배송완료
1862,405,2025-10-05,간편결제,배송완료
1863,1007,2025-06-12,간편결제,배송완료
1864,700,2025-01-14,간편결제,배송완료
1865,668,2025-04-07,휴대폰결제,배송중
1866,943,2026-01-29,계좌이체,배송완료
1867,724,2025-06-07,무통장입금,배송완료
1868,649,2025-04-13,휴대폰결제,배송완료
1869,869,2026-07-13,신용카드,배송완료
1870,1091,2026-05-21,신용카드,배송완료
1871,341,2026-04-11,간편결제,배송완료
1872,755,2025-03-01,휴대폰결제,배송완료
1873,911,2026-01-04,신용카드,배송완료
1874,967,2025-11-28,계좌이체,배송완료
1875,968,2026-02-19,신용카드,배송완료
1876,880,2026-04-02,간편결제,배송완료
1877,336,2025-03-02,간편결제,배송완료
1878,648,2026-05-05,휴대폰결제,배송완료
1879,673,2026-06-02,휴대폰결제,배송완료
1880,807,2025-04-24,신용카드,배송완료
1881,1160,2026-01-27,신용카드,배송완료
1882,912,2026-06-27,간편결제,배송완료
1883,1155,2026-05-24,간편결제,배송완료
1884,297,2026-06-27,신용카드,배송완료
1885,583,2026-05-24,계좌이체,배송완료
1886,950,2025-11-13,신용카드,배송완료
1887,218,2026-06-07,신용카드,배송완료
1888,1049,2025-11-07,신용카드,배송완료
1889,850,2025-09-07,신용카드,배송완료
1890,319,2025-09-28,신용카드,취소
1891,1022,2025-12-19,간편결제,취소
1892,260,2026-05-27,신용카드,배송완료
1893,388,2025-06-11,신용카드,배송완료
1894,1134,2026-01-03,신용카드,배송완료
1895,602,2025-02-07,신용카드,배송완료
1896,519,2025-12-02,신용카드,배송완료
1897,499,2025-12-04,간편결제,배송완료
1898,167,2025-12-16,신용카드,배송완료
1899,749,2025-03-09,신용카드,배송완료
1900,265,2025-12-25,계좌이체,배송완료
1901,720,2026-04-23,간편결제,배송중
1902,162,2025-01-25,신용카드,배송완료
1903,453,2026-03-16,휴대폰결제,배송완료
1904,527,2025-12-25,신용카드,배송완료
1905,565,2026-01-20,신용카드,배송완료
1906,176,2025-02-23,간편결제,배송완료
1907,992,2026-02-26,간편결제,배송완료
1908,1063,2025-01-20,신용카드,배송완료
1909,126,2026-05-23,간편결제,배송완료
1910,941,2025-08-07,신용카드,배송완료
1911,930,2026-01-28,휴대폰결제,취소
1912,1160,2025-12-30,간편결제,배송완료
1913,1055,2025-05-23,휴대폰결제,배송완료
1914,208,2025-11-18,간편결제,배송완료
1915,1176,2026-03-25,신용카드,배송완료
1916,128,2025-09-10,간편결제,배송완료
1917,719,2026-07-09,간편결제,환불
1918,636,2025-06-14,간편결제,환불
1919,816,2026-03-05,신용카드,배송완료
1920,940,2025-04-07,간편결제,배송완료
1921,551,2026-04-28,휴대폰결제,배송완료
1922,415,2025-03-11,신용카드,배송완료
1923,265,2025-03-09,신용카드,배송완료
1924,974,2026-02-20,신용카드,배송완료
1925,1084,2025-03-24,무통장입금,배송완료
1926,695,2025-11-06,신용카드,배송완료
1927,213,2025-03-21,신용카드,취소
1928,665,2025-06-02,계좌이체,배송완료
1929,842,2026-01-08,신용카드,배송완료
1930,194,2025-09-17,신용카드,배송완료
1931,838,2026-04-06,신용카드,취소
1932,225,2025-09-16,간편결제,배송완료
1933,989,2026-06-17,간편결제,배송완료
1934,807,2026-05-13,계좌이체,배송완료
1935,232,2025-07-14,신용카드,배송완료
1936,591,2025-06-30,간편결제,배송완료
1937,511,2025-06-02,간편결제,배송완료
1938,222,2025-04-02,계좌이체,배송완료
1939,124,2026-03-04,계좌이체,배송완료
1940,334,2025-02-04,간편결제,배송완료
1941,681,2025-03-14,신용카드,배송완료
1942,60,2025-01-14,신용카드,배송완료
1943,555,2025-10-14,간편결제,배송완료
1944,515,2025-12-01,신용카드,배송완료
1945,331,2026-05-30,계좌이체,배송완료
1946,300,2026-06-10,신용카드,배송완료
1947,68,2025-12-23,간편결제,배송완료
1948,383,2025-11-13,무통장입금,배송완료
1949,300,2025-11-10,계좌이체,환불
