order_item_id,order_id,product_id,quantity,unit_price
2968,1200,204,5,7000
2969,1200,276,1,14000
2970,1200,118,1,26400
2971,1201,131,2,82000
2972,1201,52,2,345800
2973,1201,221,3,30000
2974,1202,224,2,92000
2975,1202,153,3,155800
2976,1202,67,3,76000
2977,1202,59,1,38000
2978,1203,2,1,146700
2979,1203,298,2,25200
2980,1203,133,4,142800
2981,1204,64,2,51300
2982,1204,21,1,68000
2983,1205,40,1,100000
2984,1205,70,1,141000
2985,1206,75,2,65000
2986,1206,20,1,83000
2987,1206,213,2,133000
2988,1207,210,2,92700
2989,1207,52,1,345800
2990,1208,297,1,35200
2991,1209,163,2,143000
2992,1209,103,1,37000
2993,1210,239,1,43700
2994,1210,167,2,159000
2995,1211,180,1,45900
2996,1211,199,1,9900
2997,1212,67,1,80000
2998,1212,103,2,35200
2999,1212,239,1,46000
3000,1212,49,2,15300
3001,1212,284,2,61000
3002,1213,24,2,45000
3003,1213,11,1,106200
3004,1213,276,1,11200
3005,1213,21,1,72000
3006,1214,104,2,25000
3007,1214,74,1,74100
3008,1215,152,1,166200
3009,1216,258,4,84800
3010,1216,223,2,100000
3011,1216,205,1,25200
3012,1216,142,1,182700
3013,1216,191,1,93000
3014,1217,229,1,36000
3015,1217,82,2,208000
3016,1217,59,1,38000
3017,1217,181,1,51300
3018,1218,241,2,137700
3019,1218,178,5,7600
3020,1218,82,2,208000
3021,1219,254,1,50400
3022,1220,175,1,44000
3023,1221,11,3,112500
3024,1221,294,1,16200
3025,1222,281,1,188000
3026,1222,213,2,133000
3027,1223,258,1,106000
3028,1223,50,1,53100
3029,1223,277,1,71400
3030,1223,285,1,17100
3031,1224,203,1,107000
3032,1224,125,1,40500
3033,1224,295,1,45900
3034,1225,35,1,57600
3035,1225,285,1,18000
3036,1226,264,2,72000
3037,1226,244,1,40800
3038,1226,192,1,325800
3039,1226,183,1,116800
3040,1227,201,1,69300
3041,1227,20,1,70600
3042,1227,277,4,84000
3043,1228,186,1,42000
3044,1228,158,3,29600
3045,1229,41,5,35200
3046,1229,260,1,38700
3047,1229,7,1,92700
3048,1229,215,2,60800
3049,1230,32,1,176000
3050,1230,161,1,172000
3051,1230,130,4,126600
3052,1230,225,1,5000
3053,1230,146,2,26400
3054,1231,241,1,145400
3055,1231,179,1,16200
3056,1231,151,2,29700
3057,1232,129,1,23000
3058,1232,7,2,97800
3059,1233,160,1,140000
3060,1234,11,2,125000
3061,1235,34,1,78300
3062,1235,20,1,83000
3063,1235,183,1,110700
3064,1236,186,3,42000
3065,1236,63,1,100700
3066,1236,39,2,55000
3067,1237,277,1,84000
3068,1238,73,2,76000
3069,1239,232,1,136800
3070,1239,25,3,21200
3071,1239,114,1,41400
3072,1239,161,1,172000
3073,1240,18,3,89100
3074,1240,268,1,88000
3075,1240,246,1,16000
3076,1241,216,2,14400
3077,1241,169,3,44000
3078,1241,263,1,56700
3079,1242,248,1,84000
3080,1242,194,2,72200
3081,1242,243,2,146700
3082,1243,164,1,19000
3083,1243,277,1,84000
3084,1244,299,1,44100
3085,1244,108,4,64000
3086,1245,199,3,10400
3087,1246,169,1,39600
3088,1247,161,1,163400
3089,1247,209,4,3800
3090,1247,297,1,33300
3091,1247,84,1,94000
3092,1248,136,3,36000
3093,1248,21,1,76000
3094,1249,25,1,21200
3095,1249,34,4,74000
3096,1250,289,1,39000
3097,1250,260,1,43000
3098,1251,267,2,75000
3099,1251,99,1,21200
3100,1251,229,4,45000
3101,1252,128,1,66600
3102,1252,140,2,31200
3103,1252,223,1,95000
3104,1253,40,2,95000
3105,1253,160,1,140000
3106,1254,152,1,166200
3107,1254,33,1,31400
3108,1254,297,1,37000
3109,1255,102,1,268800
3110,1256,59,1,38000
3111,1256,211,1,53600
3112,1257,272,1,338000
3113,1257,193,1,26600
3114,1257,294,1,16200
3115,1257,111,2,145000
3116,1258,185,3,5100
3117,1259,186,1,42000
3118,1259,300,1,118000
3119,1260,256,5,17100
3120,1260,18,1,99000
3121,1260,204,4,6600
3122,1260,142,1,182700
3123,1261,244,3,43200
3124,1262,210,2,103000
3125,1262,244,2,38400
3126,1262,183,1,123000
3127,1263,58,2,9000
3128,1264,221,3,28500
3129,1264,144,5,33200
3130,1264,293,1,136000
3131,1265,205,2,26600
3132,1265,221,2,30000
3133,1265,255,3,15000
3134,1266,40,1,100000
3135,1266,235,1,21000
3136,1266,239,2,39100
3137,1267,144,1,37000
3138,1267,164,1,17000
3139,1267,156,1,39000
3140,1268,147,2,99000
3141,1269,192,1,362000
3142,1269,2,2,163000
3143,1269,233,2,19000
3144,1269,44,1,11700
3145,1269,208,1,60800
3146,1269,113,5,61800
3147,1270,80,1,100700
3148,1270,124,1,28000
3149,1270,213,1,106400
3150,1271,163,1,143000
3151,1271,174,2,55000
3152,1271,215,1,64000
3153,1272,137,1,78300
3154,1272,202,3,204800
3155,1272,35,1,64000
3156,1273,266,1,27000
3157,1274,75,1,65000
3158,1274,239,1,36800
3159,1274,19,3,45900
3160,1274,51,4,109600
3161,1274,61,1,34000
3162,1275,273,1,174000
3163,1275,29,1,15300
3164,1276,25,1,25000
3165,1276,266,4,28500
3166,1277,48,1,58000
3167,1277,261,1,38400
3168,1277,166,4,28500
3169,1278,132,1,22500
3170,1278,165,1,5000
3171,1278,74,2,74100
3172,1278,171,1,96900
3173,1278,204,1,7000
3174,1278,173,3,125800
3175,1279,46,1,14400
3176,1280,143,1,99000
3177,1281,104,2,22500
3178,1282,272,1,338000
3179,1282,277,1,71400
3180,1283,288,2,76000
3181,1283,36,1,32300
3182,1284,169,1,41800
3183,1284,227,1,69300
3184,1285,223,1,100000
3185,1285,146,4,27900
3186,1285,155,2,34000
3187,1285,207,1,52000
3188,1286,124,2,26600
3189,1287,57,2,22000
3190,1287,211,1,63600
3191,1287,61,1,27200
3192,1287,151,1,29700
3193,1288,2,1,154800
3194,1288,4,2,34400
3195,1288,262,3,106000
3196,1289,208,1,68400
3197,1289,201,2,65400
3198,1289,175,1,44000
3199,1289,111,1,116000
3200,1290,41,1,37000
3201,1290,267,1,67500
3202,1290,242,1,215000
3203,1290,244,1,48000
3204,1290,58,1,9000
3205,1291,98,3,85600
3206,1291,28,2,86400
3207,1292,33,1,29700
3208,1292,114,1,36800
3209,1292,133,1,159600
3210,1293,223,1,90000
3211,1294,11,2,106200
3212,1295,145,1,27200
3213,1295,18,1,99000
3214,1295,91,3,70000
3215,1296,61,1,34000
3216,1297,259,3,6400
3217,1297,140,2,39000
3218,1297,253,4,21800
3219,1298,193,1,26600
3220,1298,104,2,25000
3221,1298,203,1,96300
3222,1298,92,1,164700
3223,1298,250,2,139000
3224,1298,252,1,267300
3225,1299,35,1,57600
3226,1300,22,1,178500
3227,1301,4,1,43000
3228,1301,213,1,113000
3229,1302,114,4,41400
3230,1302,4,4,38700
3231,1303,233,1,19000
3232,1303,141,1,57600
3233,1304,166,3,30000
3234,1305,247,2,49500
3235,1306,28,1,97200
3236,1307,89,1,43700
3237,1307,250,1,118200
3238,1308,144,1,39000
3239,1308,73,1,80000
3240,1308,51,1,109600
3241,1308,295,3,51000
3242,1309,36,1,32300
3243,1309,166,1,27000
3244,1309,39,1,49500
3245,1310,33,1,33000
3246,1311,196,2,19200
3247,1312,120,1,107200
3248,1312,25,1,22500
3249,1313,162,1,157000
3250,1314,91,1,59500
3251,1314,164,2,19000
3252,1315,25,2,25000
3253,1315,178,1,7200
3254,1315,164,2,20000
3255,1316,153,1,164000
3256,1316,243,1,163000
3257,1316,172,3,295200
3258,1316,163,1,143000
3259,1317,25,1,22500
3260,1317,213,2,113000
3261,1318,295,1,45900
3262,1319,152,2,157500
3263,1319,8,1,108900
3264,1319,115,5,64000
3265,1320,107,1,102600
3266,1320,61,1,27200
3267,1320,151,1,26400
3268,1321,67,1,72000
3269,1321,37,1,23800
3270,1321,215,1,64000
3271,1322,242,1,253000
3272,1322,84,2,94000
3273,1322,165,1,4200
3274,1323,141,1,64000
3275,1324,10,1,118000
3276,1324,13,1,88000
3277,1324,221,2,25500
3278,1325,91,1,63000
3279,1325,133,2,151200
3280,1326,4,1,36600
3281,1327,152,2,148800
3282,1327,201,3,73200
3283,1327,259,3,7600
3284,1328,192,1,362000
3285,1328,185,1,5400
3286,1328,2,2,138600
3287,1328,253,3,20700
3288,1329,249,1,39000
3289,1330,2,1,163000
3290,1331,130,1,134100
3291,1332,202,2,241000
3292,1332,206,1,27000
3293,1333,241,2,130000
3294,1333,35,2,60800
3295,1333,212,1,245600
3296,1333,198,1,21800
3297,1334,36,3,32300
3298,1334,87,2,69000
3299,1335,120,1,120600
3300,1335,21,2,80000
3301,1335,6,2,40000
3302,1335,175,1,39600
3303,1336,4,1,43000
3304,1336,5,2,58000
3305,1337,224,3,82800
3306,1337,259,2,7600
3307,1338,143,2,84200
3308,1339,116,1,15200
3309,1339,95,4,74000
3310,1340,195,1,45000
3311,1340,23,1,86400
3312,1341,197,2,124400
3313,1341,166,2,24000
3314,1342,74,1,62400
3315,1342,245,2,68000
3316,1343,132,1,22500
3317,1343,253,2,23000
3318,1344,234,2,12000
3319,1344,268,1,79200
3320,1345,85,4,8500
3321,1345,141,4,60800
3322,1345,175,3,44000
3323,1346,144,2,39000
3324,1346,19,1,43400
3325,1346,270,2,103000
3326,1347,290,1,23800
3327,1347,196,1,22800
3328,1348,55,2,20700
3329,1349,281,1,178600
3330,1349,193,1,28000
3331,1349,165,1,5000
3332,1349,63,2,95400
3333,1350,42,2,162400
3334,1350,81,1,22500
3335,1350,277,1,79800
3336,1350,217,1,102000
3337,1350,59,1,38000
3338,1351,175,1,39600
3339,1352,248,4,105000
3340,1352,225,1,4000
3341,1352,290,1,25000
3342,1352,157,1,107100
3343,1353,143,2,94000
3344,1354,114,1,43700
3345,1354,10,1,94400
3346,1354,220,1,56800
3347,1354,295,2,51000
3348,1355,255,2,15000
3349,1356,6,3,40000
3350,1357,247,1,55000
3351,1357,179,4,14400
3352,1357,127,1,113900
3353,1358,264,3,72000
3354,1358,65,1,51000
3355,1359,288,1,72200
3356,1359,167,1,143100
3357,1359,12,1,140800
3358,1359,274,1,98000
3359,1359,60,1,83600
3360,1359,63,1,100700
3361,1360,174,1,55000
3362,1361,295,2,51000
3363,1362,209,1,3400
3364,1362,214,5,64000
3365,1363,161,1,146200
3366,1363,25,1,21200
3367,1364,166,1,25500
3368,1364,136,1,32400
3369,1364,44,1,12400
3370,1364,53,1,30400
3371,1364,31,2,43700
3372,1365,232,1,136800
3373,1365,289,1,39000
3374,1365,291,1,214200
3375,1366,64,1,51300
3376,1366,13,1,88000
3377,1366,191,3,74400
3378,1367,282,1,371000
3379,1367,204,4,6000
3380,1367,85,1,8500
3381,1367,134,5,22800
3382,1368,264,1,68400
3383,1368,153,3,164000
3384,1369,294,1,19000
3385,1369,106,1,35000
3386,1369,270,1,97800
3387,1369,115,1,51200
3388,1369,221,1,25500
3389,1369,63,1,95400
3390,1370,205,3,28000
3391,1370,182,1,187200
3392,1371,161,2,154800
3393,1371,193,1,26600
3394,1371,111,1,123200
3395,1372,178,1,7600
3396,1373,17,5,96300
3397,1374,159,1,17800
3398,1375,191,1,93000
3399,1376,215,2,64000
3400,1376,132,1,21200
3401,1376,55,1,19600
3402,1377,233,3,18000
3403,1377,220,1,67400
3404,1377,215,2,64000
3405,1378,64,1,54000
3406,1378,113,1,61800
3407,1378,215,2,51200
3408,1379,191,2,83700
3409,1379,60,1,88000
3410,1379,271,1,97200
3411,1380,81,1,21200
3412,1380,193,4,26600
3413,1380,115,1,57600
3414,1381,265,1,26100
3415,1381,211,1,60300
3416,1382,49,1,17000
3417,1382,50,1,56000
3418,1382,62,2,245700
3419,1382,31,1,43700
3420,1383,146,1,29400
3421,1384,73,1,80000
3422,1384,153,2,131200
3423,1384,41,2,37000
3424,1385,131,1,73800
3425,1386,253,1,21800
3426,1387,257,1,120600
3427,1387,294,2,19000
3428,1387,55,2,20700
3429,1388,236,2,31000
3430,1389,282,1,352400
3431,1390,148,1,35000
3432,1390,12,1,158400
3433,1390,69,1,5700
3434,1390,223,4,85000
3435,1391,276,4,12600
3436,1392,98,1,107000
3437,1392,214,1,54400
3438,1392,47,4,15200
3439,1393,194,1,72200
3440,1393,220,1,63900
3441,1394,82,1,208000
3442,1394,43,1,179000
3443,1395,297,1,37000
3444,1395,109,2,10000
3445,1396,57,1,17600
3446,1397,144,2,35100
3447,1397,241,1,145400
3448,1398,79,3,29000
3449,1398,159,1,21000
3450,1399,131,2,82000
3451,1399,70,3,119800
3452,1400,291,3,226100
3453,1400,133,2,159600
3454,1401,96,1,28500
3455,1402,131,1,82000
3456,1402,101,2,101600
3457,1402,78,1,52700
3458,1402,243,1,163000
3459,1403,240,1,121000
3460,1403,243,1,154800
3461,1403,212,1,291600
3462,1403,149,1,27000
3463,1403,25,1,25000
3464,1404,190,1,59400
3465,1405,291,1,202300
3466,1405,201,1,69300
3467,1405,42,1,171000
3468,1405,271,1,108000
3469,1405,177,1,114000
3470,1406,160,1,140000
3471,1406,238,1,33300
3472,1406,192,1,362000
3473,1407,66,2,28500
3474,1408,112,1,200000
3475,1408,190,1,66000
3476,1409,177,2,114000
3477,1410,202,1,241000
3478,1410,253,5,21800
3479,1410,223,1,100000
3480,1411,229,1,45000
3481,1412,193,2,28000
3482,1412,213,2,113000
3483,1413,287,1,55200
3484,1414,120,1,120600
3485,1414,250,1,125100
3486,1415,299,1,39200
3487,1415,222,1,168000
3488,1415,111,2,145000
3489,1416,19,2,48400
3490,1416,187,1,88400
3491,1417,113,1,58500
3492,1417,99,5,23800
3493,1417,148,3,33200
3494,1417,55,1,23000
3495,1418,81,2,23800
3496,1419,75,2,61800
3497,1420,120,1,113900
3498,1420,209,1,4000
3499,1420,44,1,12400
3500,1421,12,1,140800
3501,1421,111,1,130500
3502,1421,144,1,39000
3503,1421,24,2,45000
3504,1421,223,2,90000
3505,1422,203,1,96300
3506,1423,191,1,83700
3507,1424,241,1,122400
3508,1425,200,1,118800
3509,1425,143,2,99000
3510,1426,128,3,70300
3511,1426,283,1,131100
3512,1426,14,1,49000
3513,1427,233,1,17100
3514,1427,92,1,146400
3515,1427,263,1,63000
3516,1428,217,2,120000
3517,1428,220,1,71000
3518,1428,230,1,89300
3519,1429,275,2,62100
3520,1429,141,1,51200
3521,1429,207,2,46800
3522,1430,132,1,20000
3523,1431,150,1,34200
3524,1432,121,3,16200
3525,1432,293,1,129200
3526,1432,261,2,43200
3527,1432,247,1,55000
3528,1433,167,2,159000
3529,1434,242,1,253000
3530,1434,26,1,10200
3531,1434,158,5,37000
3532,1435,267,4,63800
3533,1435,54,1,32300
3534,1436,14,3,46600
3535,1437,90,1,116000
3536,1437,27,2,38000
3537,1437,118,1,33000
3538,1437,55,1,23000
3539,1438,177,2,96000
3540,1438,163,1,128700
3541,1438,219,2,33200
3542,1439,3,1,18700
3543,1439,12,1,158400
3544,1440,114,1,43700
3545,1440,38,2,115000
3546,1441,243,1,163000
3547,1441,53,1,28800
3548,1442,200,1,106200
3549,1442,16,3,14400
3550,1442,275,1,65600
3551,1442,24,2,45000
3552,1442,154,2,63600
3553,1443,21,1,64000
3554,1444,80,1,90100
3555,1444,61,1,30600
3556,1445,288,4,64600
3557,1445,184,1,34000
3558,1445,167,1,143100
3559,1446,129,1,21600
3560,1446,38,2,115000
3561,1446,141,1,57600
3562,1446,54,2,34000
3563,1446,191,1,74400
3564,1447,245,2,54400
3565,1447,287,2,62100
3566,1448,218,2,30400
3567,1448,282,4,371000
3568,1448,101,1,91000
3569,1449,25,1,23800
3570,1449,44,2,13000
3571,1449,103,1,31400
3572,1449,263,2,56700
3573,1450,215,3,64000
3574,1450,178,1,8000
3575,1450,19,5,48400
3576,1450,143,2,79200
3577,1451,288,1,72200
3578,1451,132,1,23800
3579,1451,45,2,51300
3580,1451,94,1,69000
3581,1451,89,1,46000
3582,1451,286,1,11000
3583,1452,190,3,59400
3584,1453,134,1,24000
3585,1453,229,1,42800
3586,1453,286,1,9400
3587,1453,271,1,108000
3588,1454,124,2,28000
3589,1454,268,3,79200
3590,1454,191,2,79000
3591,1455,18,2,99000
3592,1455,123,1,112200
3593,1456,112,3,237500
3594,1456,108,1,72000
3595,1456,181,2,51300
3596,1456,222,2,168000
3597,1457,96,1,24000
3598,1457,158,1,33300
3599,1457,192,1,362000
3600,1458,232,1,171000
3601,1458,2,1,154800
3602,1459,198,1,23000
3603,1459,158,1,31400
3604,1459,191,1,88400
3605,1460,123,1,112200
3606,1461,180,1,45900
3607,1461,134,4,22800
3608,1462,129,1,27000
3609,1462,223,1,90000
3610,1462,191,1,83700
3611,1462,103,3,35200
3612,1463,98,2,101600
3613,1463,215,2,60800
3614,1464,216,2,15200
3615,1464,105,2,38700
3616,1464,19,1,40800
3617,1464,201,4,77000
3618,1465,210,1,82400
3619,1465,58,2,9000
3620,1466,233,1,17100
3621,1466,82,1,208000
3622,1466,257,3,113900
3623,1467,144,1,35100
3624,1468,268,2,79200
3625,1469,167,2,151000
3626,1470,61,1,28900
3627,1471,293,3,136000
3628,1471,6,2,38000
3629,1472,65,2,48400
3630,1472,146,1,31000
3631,1473,147,1,99000
3632,1473,92,1,183000
3633,1473,84,1,75200
3634,1474,168,2,21000
3635,1475,120,1,113900
3636,1475,64,1,54000
3637,1476,49,1,17000
3638,1476,210,3,97800
3639,1476,44,2,13000
3640,1477,139,2,41800
3641,1477,277,4,79800
3642,1478,115,5,64000
3643,1478,141,1,64000
3644,1479,112,1,212500
3645,1479,133,2,142800
3646,1480,104,2,25000
3647,1480,83,2,124800
3648,1480,268,3,88000
3649,1481,187,1,83700
3650,1482,291,1,190400
3651,1482,40,1,100000
3652,1482,202,1,216900
3653,1482,54,1,34000
3654,1482,156,1,39000
3655,1483,33,1,31400
3656,1483,249,1,41000
3657,1483,165,1,4800
3658,1483,113,1,58500
3659,1484,14,2,49000
3660,1485,246,5,15200
3661,1485,103,1,35200
3662,1486,219,1,35000
3663,1486,141,3,57600
3664,1486,62,2,245700
3665,1487,44,1,13000
3666,1488,107,1,97200
3667,1489,233,1,19000
3668,1490,291,1,226100
3669,1490,292,2,279300
3670,1490,233,1,16200
3671,1490,214,1,64000
3672,1490,280,1,103700
3673,1491,6,1,34000
3674,1491,78,3,55800
3675,1491,85,1,10000
3676,1491,54,1,32300
3677,1491,214,2,57600
3678,1491,184,5,34000
3679,1492,168,4,16800
3680,1492,11,1,125000
3681,1493,187,1,83700
3682,1493,230,1,79900
3683,1494,99,2,21200
3684,1495,140,1,35100
3685,1495,4,1,43000
3686,1495,191,3,93000
3687,1496,165,1,5000
3688,1497,91,2,66500
3689,1498,115,1,57600
3690,1499,46,1,16200
3691,1500,145,2,30400
3692,1500,191,2,88400
3693,1501,200,2,125000
3694,1501,121,1,18000
3695,1501,223,1,95000
3696,1502,187,1,79000
3697,1502,237,2,27000
3698,1503,3,1,20900
3699,1503,31,3,46000
3700,1504,51,2,122600
3701,1505,134,3,20400
3702,1505,270,1,97800
3703,1506,84,3,94000
3704,1506,55,1,21800
3705,1507,67,1,76000
3706,1507,227,1,69300
3707,1507,295,1,48400
3708,1507,12,2,158400
3709,1507,117,2,89300
3710,1508,149,1,27000
3711,1508,262,2,95400
3712,1508,255,3,14200
3713,1509,16,1,17100
3714,1509,74,1,70200
3715,1510,33,1,28000
3716,1510,121,1,18000
3717,1511,89,4,43700
3718,1511,26,1,11400
3719,1511,214,2,60800
3720,1511,54,1,34000
3721,1512,209,1,3800
3722,1512,215,1,64000
3723,1513,87,5,55200
3724,1514,16,3,18000
3725,1514,1,2,68000
3726,1514,25,1,22500
3727,1514,254,2,50400
3728,1515,210,2,103000
3729,1515,26,3,11400
3730,1515,94,3,69000
3731,1515,95,2,74000
3732,1516,152,3,166200
3733,1516,171,1,102000
3734,1517,140,5,37000
3735,1518,153,1,155800
3736,1518,164,2,18000
3737,1518,285,1,19000
3738,1519,250,4,125100
3739,1519,237,1,23000
3740,1520,108,1,80000
3741,1520,44,1,13000
3742,1520,262,1,100700
3743,1521,243,1,138600
3744,1521,125,1,40500
3745,1521,230,2,94000
3746,1521,47,2,16000
3747,1522,127,2,120600
3748,1523,214,1,57600
3749,1524,113,3,61800
3750,1524,91,1,63000
3751,1525,120,2,134000
3752,1525,270,1,103000
3753,1526,94,2,58600
3754,1526,215,1,64000
3755,1527,136,1,32400
3756,1527,209,2,3200
3757,1527,183,3,116800
3758,1528,220,3,71000
3759,1529,121,2,18000
3760,1529,258,1,95400
3761,1530,141,4,51200
3762,1530,87,1,62100
3763,1531,224,4,92000
3764,1531,108,1,76000
3765,1532,200,1,125000
3766,1532,265,1,24600
3767,1533,124,2,26600
3768,1533,262,1,90100
3769,1534,84,2,94000
3770,1534,62,4,259400
3771,1535,224,1,82800
3772,1535,204,1,6600
3773,1535,213,1,126400
3774,1536,17,1,107000
3775,1536,190,1,66000
3776,1537,272,1,287300
3777,1537,25,1,25000
3778,1537,284,2,51800
3779,1537,37,1,21200
3780,1538,293,2,122400
3781,1539,112,1,237500
3782,1539,13,2,88000
3783,1540,104,4,22500
3784,1540,32,1,186300
3785,1540,261,1,48000
3786,1540,79,2,24600
3787,1541,64,1,45900
3788,1541,37,2,22500
3789,1541,262,2,84800
3790,1542,281,1,188000
3791,1542,221,3,27000
3792,1542,25,2,23800
3793,1543,227,2,73200
3794,1544,75,1,65000
3795,1544,286,5,11000
3796,1545,178,1,7200
3797,1545,294,2,16200
3798,1545,47,1,13600
3799,1546,197,1,104800
3800,1546,234,3,10800
3801,1546,236,2,26400
3802,1546,184,2,36000
3803,1546,284,2,61000
3804,1547,201,1,77000
3805,1547,251,1,189900
3806,1547,225,1,5000
3807,1548,138,1,109200
3808,1548,213,1,113000
3809,1548,271,1,108000
3810,1549,66,2,30000
3811,1550,257,1,120600
3812,1551,224,2,92000
3813,1551,177,1,120000
3814,1551,26,3,11400
3815,1551,144,3,37000
3816,1552,160,1,126000
3817,1553,26,1,9600
3818,1553,283,1,138000
3819,1553,220,3,60400
3820,1554,153,1,155800
3821,1555,225,2,4200
3822,1555,122,4,57000
3823,1555,283,1,131100
3824,1555,13,1,79200
3825,1556,129,1,25600
3826,1557,159,1,17800
3827,1557,34,1,69600
3828,1557,269,2,24600
3829,1557,151,2,26400
3830,1558,165,1,4500
3831,1559,273,1,174000
3832,1559,5,1,55100
3833,1559,38,3,92000
3834,1560,266,2,28500
3835,1560,275,1,69000
3836,1561,124,1,23800
3837,1561,148,1,29800
3838,1561,15,1,73000
3839,1562,66,1,25500
3840,1562,69,1,5100
3841,1562,122,1,45600
3842,1563,242,1,240400
3843,1564,219,1,29800
3844,1565,233,2,17100
3845,1566,113,1,65000
3846,1566,250,1,125100
3847,1567,263,2,50400
3848,1567,189,1,29400
3849,1567,254,2,53000
3850,1567,31,1,41400
3851,1568,136,1,32400
3852,1568,121,1,18000
3853,1568,246,1,16000
3854,1568,15,1,73000
3855,1569,33,1,33000
3856,1570,80,1,106000
3857,1570,266,1,30000
3858,1570,294,1,19000
3859,1570,71,1,134900
3860,1571,166,2,30000
3861,1571,233,1,17100
3862,1571,174,1,55000
3863,1571,21,2,72000
3864,1571,94,1,55200
3865,1572,233,2,16200
3866,1572,60,2,79200
3867,1573,42,1,153900
3868,1573,234,2,11400
3869,1574,65,3,48400
3870,1574,190,1,62700
3871,1575,243,1,138600
3872,1576,264,1,64800
3873,1577,27,1,34200
3874,1578,97,2,93000
3875,1578,104,3,23800
3876,1578,75,1,58500
3877,1578,13,1,79200
3878,1578,29,1,14400
3879,1579,74,1,74100
3880,1579,189,3,29400
3881,1580,107,1,91800
3882,1580,73,4,80000
3883,1580,3,2,22000
3884,1581,167,1,143100
3885,1581,171,1,81600
3886,1581,235,1,21000
3887,1582,112,1,212500
3888,1582,284,1,48800
3889,1583,73,1,72000
3890,1584,74,2,70200
3891,1585,196,1,21600
3892,1585,165,1,4800
3893,1585,54,1,34000
3894,1585,87,1,69000
3895,1585,282,1,352400
3896,1585,91,2,70000
3897,1586,64,1,54000
3898,1587,282,3,371000
3899,1587,226,1,28000
3900,1588,256,2,19000
3901,1588,65,1,51000
3902,1588,259,1,7600
3903,1588,135,1,48600
3904,1589,117,2,94000
3905,1590,181,1,51300
3906,1591,160,1,140000
3907,1591,275,2,69000
3908,1591,277,2,84000
3909,1591,278,1,45000
3910,1591,25,1,23800
3911,1592,179,1,14400
3912,1592,220,2,67400
3913,1592,157,3,113400
3914,1593,8,1,121000
3915,1593,143,4,94000
3916,1594,241,1,153000
3917,1594,143,2,99000
3918,1595,132,2,25000
3919,1596,205,1,25200
3920,1596,174,3,46800
3921,1596,287,1,65600
3922,1597,106,1,28000
3923,1597,211,1,60300
3924,1597,4,1,36600
3925,1597,189,3,31000
3926,1598,228,1,117000
3927,1598,110,3,115600
3928,1599,201,1,77000
3929,1599,93,2,176000
3930,1599,141,1,64000
3931,1600,213,2,126400
3932,1601,143,1,79200
3933,1601,35,1,54400
3934,1601,278,1,50400
3935,1601,55,2,23000
3936,1602,223,3,80000
3937,1603,132,1,22500
3938,1604,16,2,15300
3939,1604,25,1,25000
3940,1604,124,1,25200
3941,1604,270,1,97800
3942,1605,91,5,59500
3943,1605,139,1,44000
3944,1606,274,3,78400
3945,1606,92,1,155600
3946,1606,142,1,182700
3947,1607,233,2,18000
3948,1608,48,2,61000
3949,1608,56,1,17000
3950,1608,74,1,74100
3951,1608,123,1,105600
3952,1609,264,1,68400
3953,1609,150,5,36000
3954,1609,167,2,151000
3955,1610,261,2,43200
3956,1611,291,2,214200
3957,1611,195,2,45000
3958,1612,41,1,29600
3959,1613,210,1,82400
3960,1613,274,1,88200
3961,1613,93,2,158400
3962,1614,83,2,156000
3963,1614,237,1,25600
3964,1615,269,2,29000
3965,1615,206,1,27000
3966,1616,64,2,45900
3967,1616,36,1,28900
3968,1616,158,1,37000
3969,1617,77,1,124100
3970,1617,247,2,52200
3971,1618,83,2,156000
3972,1618,196,2,22800
3973,1618,70,1,141000
3974,1619,61,1,32300
3975,1619,254,1,50400
3976,1620,137,1,78300
3977,1621,34,1,87000
3978,1621,39,1,52200
3979,1621,73,1,68000
3980,1621,16,1,16200
3981,1621,63,4,106000
3982,1622,131,3,69700
3983,1623,206,1,27000
3984,1624,101,3,107000
3985,1624,173,1,148000
3986,1625,146,1,31000
3987,1625,292,1,294000
3988,1625,277,1,79800
3989,1625,78,1,58900
3990,1626,226,1,26600
3991,1626,76,3,10400
3992,1626,86,1,22000
3993,1627,248,1,94500
3994,1627,24,1,45000
3995,1627,133,1,142800
3996,1628,186,1,33600
3997,1628,13,5,79200
3998,1629,186,5,33600
3999,1630,226,2,26600
4000,1630,239,2,46000
4001,1631,202,1,216900
4002,1631,83,2,140400
4003,1631,53,2,32000
4004,1632,224,3,73600
4005,1632,185,1,6000
4006,1632,182,1,210600
4007,1633,32,1,186300
4008,1633,225,4,4000
4009,1633,292,1,294000
4010,1633,101,1,107000
4011,1633,264,1,68400
4012,1634,193,2,26600
4013,1634,129,2,25600
4014,1634,3,1,22000
4015,1634,131,1,77900
4016,1634,79,1,27600
4017,1634,244,1,45600
4018,1635,273,1,156600
4019,1635,20,1,83000
4020,1636,135,1,48600
4021,1637,288,1,64600
4022,1637,186,4,35700
4023,1637,31,2,46000
4024,1637,15,1,69400
4025,1638,256,1,17100
4026,1638,272,1,321100
4027,1639,108,2,76000
4028,1639,181,1,54200
4029,1639,173,1,148000
4030,1640,211,1,63600
4031,1640,101,2,91000
4032,1640,70,2,126900
4033,1640,87,2,58600
4034,1641,144,2,31200
4035,1641,49,1,15300
4036,1641,166,1,28500
4037,1642,134,1,21600
4038,1643,129,1,24300
4039,1643,297,1,29600
4040,1643,242,1,227700
4041,1643,114,2,41400
4042,1643,219,3,35000
